time,Gross Domestic Product (Expenditure) current basic prices index SA,Gross Domestic Product (Income) chained volume index: SA,Gross Domestic Product (Income) current basic prices index SA,Gross Domestic Product (Expenditure) chained volume index: SA,Gross Domestic Product: Year on Year growth: CVM SA %,Gross Domestic Product: Quarter on Quarter growth: CVM SA %,Gross Domestic Product: quarter on quarter growth rate: CP SA %,Gross Domestic Product: q-on-q4 growth quarter growth: CP SA %,Gross Domestic Product: q-on-q4 growth rate CVM SA %,Gross Domestic Product (Income) current basic prices: aligned: SA £m,Gross Domestic Product (Expenditure) chained volume measure SA £m,Gross Domestic Product (Expenditure) current basic prices: aligned:SA £m,Gross Domestic Product at market prices: CP: NSA £m,Gross Domestic Product index: Current price: Seasonally adjusted,Gross Domestic Product: chained volume measures: Seasonally adjusted £m,Gross Domestic Product at market prices: Current price: Seasonally adjusted £m,Gross Domestic Product at market prices:Implied deflator:SA 2017=100,"Gross Domestic Product at market prices, q-on-q4 growth: CP: NSA £m","Gross Domestic Product at market prices, q-on-q1 growth: CP: NSA £m",measure,measure_value
1984 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,80.7
1984 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,-0.3
1984 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,1.3
1984 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.5
1985 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,2.1
1985 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,60.8
1985 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,81.0
1985 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.5
1985 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.9
1985 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.4
1985 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.6
1985 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,62.0
1985 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,81.2
1985 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,4.3
1985 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,2.1
1985 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.2
1985 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.2
1985 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,61.9
1985 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,81.3
1985 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,4.2
1985 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.1
1985 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.1
1985 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.7
1985 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,62.0
1985 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,81.3
1985 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,3.0
1985 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.2
1985 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.0
1986 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.3
1986 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,62.5
1986 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,81.3
1986 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.9
1986 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.8
1986 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.1
1986 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.1
1986 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,63.1
1986 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,81.3
1986 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.7
1986 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.9
1986 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.0
1986 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.3
1986 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,63.3
1986 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,81.5
1986 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.3
1986 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.4
1986 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.3
1986 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.6
1986 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,64.0
1986 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,81.8
1986 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,3.2
1986 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,1.1
1986 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.4
1987 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.1
1987 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,64.2
1987 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,82.2
1987 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.8
1987 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.3
1987 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.4
1987 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.9
1987 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,64.9
1987 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,82.8
1987 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.8
1987 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,1.0
1987 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.8
1987 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,2.7
1987 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,65.5
1987 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,83.7
1987 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,3.5
1987 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,1.0
1987 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,1.1
1987 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,3.4
1987 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,65.6
1987 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,84.6
1987 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.5
1987 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.1
1987 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,1.0
1988 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,4.0
1988 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,66.1
1988 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,85.4
1988 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,2.9
1988 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.7
1988 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,1.0
1988 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,3.9
1988 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,66.0
1988 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,86.1
1988 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.7
1988 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.2
1988 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.8
1988 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,3.6
1988 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,66.5
1988 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,86.8
1988 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.5
1988 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.8
1988 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.8
1988 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,3.4
1988 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,66.6
1988 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,87.5
1988 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.5
1988 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.2
1988 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.8
1989 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,3.4
1989 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,66.3
1989 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.3
1989 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.3
1989 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.5
1989 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,1.0
1989 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,3.2
1989 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,66.2
1989 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.8
1989 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.3
1989 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.1
1989 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.6
1989 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,2.7
1989 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,66.1
1989 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,89.1
1989 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,-0.6
1989 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,-0.1
1989 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.3
1989 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,2.1
1989 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,66.2
1989 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,89.3
1989 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,-0.7
1989 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.1
1989 Q4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,0.2
1990 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,1.0
1990 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,66.7
1990 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,89.2
1990 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,0.6
1990 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.7
1990 Q1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.1
1990 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,0.3
1990 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,67.0
1990 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,89.1
1990 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.3
1990 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change quarter on previous quarter SA,0.6
1990 Q2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity Hours : % change quarter on previous quarter SA,-0.2
1990 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours % change per annum SA,-0.5
1990 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked SA: Index 2016 = 100,66.8
1990 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Productivity hours SA: Index 2016 = 100,88.6
1990 Q3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UK Whole Economy: Output per hour worked % change per annum SA,1.1
